ProductId,BestSummary,avg_score
B000KSTY90,The Real Deal,4.333333333333333
B000KSTYBS,Good coffee & a good cause,4.224489795918367
B000KSVLF0,"Smooth, Mild,  Flavorful",3.75
B000KSVLG4,Outstanding,4.333333333333333
B000KTZ1VO,A Taste of New York,3.8666666666666667
B000KV61FC,Love the Idea But Not as Great in Practice for Us,3.411870503597122
B000KV7ZGQ,Love the Idea But Not as Great in Practice for Us,3.411870503597122
B000KXZ8E0,Afternoon Tea with Barry's,5.0
B000KY6NQG,Taste of Home,4.315789473684211
B000KYQXDY,The Best Cherries You'll Ever Eat!,3.8461538461538463
B000L7QJGG,great tea!,4.076923076923077
B000L8CB76,"Wonderful, bold flavored Earl Grey tea.",4.461538461538462
B000L8FZMY,Excellent peeler and shredder,4.363636363636363
B000LBN8YS,The only food I will feed my dogs!,4.712121212121212
B000LBNUUU,The BEST,4.9
B000LDOT58,Great concept but doesn't last too long,4.4324324324324325
B000LDOUHU,Great irish  food,4.5
B000LDQWHG,Great concept but doesn't last too long,4.4324324324324325
B000LDRWWU,Great concept but doesn't last too long,4.4324324324324325
B000LDXS2S,Delicous!,4.909090909090909
B000LEH5BW,black pudding,4.142857142857143
B000LEQ0QS,Skyline Lover?,5.0
B000LG2GU0,Great Kit,3.5833333333333335
B000LG4BWG,Great Kit,3.5833333333333335
B000LG6BBA,Great Kit,3.5833333333333335
B000LJDQ8I,My dog loves these!,4.466666666666667
B000LJHPIU,Made in china,4.2
B000LJHPKI,Made in china,4.2
B000LJQAIG,Great Skin and Coat!,4.5
B000LKTB90,More corn than quinoa,4.385964912280702
B000LKTBA4,"Great, once you get used to the texture....",4.076923076923077
B000LKTBDQ,an extremely pleasant surprise,4.285714285714286
B000LKTCVW,SOLID (heh) nutrition,4.285714285714286
B000LKTD84,1 WW point,4.111111111111111
B000LKTE7E,Buyer BEWARE!!!,4.818181818181818
B000LKTET2,Closest thing to butter flavor with NO FAT!,3.857142857142857
B000LKTEYC,Camel Halvah Bars,3.6
B000LKTFHI,Yummy vegetarian chili,4.64
B000LKTFUU,Delicious and very healthy,4.826086956521739
B000LKTGMC,Excellent.,4.5625
B000LKTJ9C,"Delicious, Handy Snack Bags.",4.5588235294117645
B000LKTKCI,In search of a good pizza sauce.....,4.583333333333333
B000LKTKQO,Vegan Organic Kosher Choice,4.166666666666667
B000LKTL0E,No BPA.  Good vegan substitute for ricotta.,4.8
B000LKTMLM,It depends...,4.553191489361702
B000LKTO9M,Glenny's Low Fat Soy Crisps are great!,4.615384615384615
B000LKTP9G,Lots of sugar added.,4.055555555555555
B000LKTPCS,Low glycemic/low sodium AND Delicious,4.4375
B000LKTPV4,Sweet and creamy,4.8
B000LKTQAE,the best energy drink period,4.55
B000LKTSO8,baby loves 'em,3.5
B000LKTTTW,"Rich, Creamy and GLUTEN FREE!",4.363636363636363
B000LKTUGY,They changed the recipe! No longer tasty,3.5714285714285716
B000LKTVCC,Great chips,4.343283582089552
B000LKTVUO,Best GF chocolate chip cookie you will find,4.379310344827586
B000LKTW5S,"Tasty and filling, but not low calorie if eaten as a lunch",4.229166666666667
B000LKTXHA,Great bread. Great service,4.56
B000LKTXIO,N O T......B A D...............B U T........,4.157894736842105
B000LKTXMU,best potato chips,4.5
B000LKTXNY,best potato chips,4.5
B000LKTXQG,best potato chips,4.5
B000LKTY7Y,Read the ingredients!,4.523809523809524
B000LKTZ96,WisSkye,4.166666666666667
B000LKTZZA,the best,3.25
B000LKU03G,"Best tasting wheat free, gluten free cake mix available",3.6363636363636362
B000LKU086,"Friends say, ""Just like normal cookies""",5.0
B000LKU14E,Mints,4.75
B000LKU3A6,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKU3DI,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKU3K6,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKU3UG,Delicious and addicting and healthy snack food!,4.428571428571429
B000LKU3WY,WONDERFUL but....,4.318181818181818
B000LKU41E,A Good Dairy Free Option,4.3076923076923075
B000LKU4XM,"A GREAT GF, Dairy free, Casien free alternative!",2.5384615384615383
B000LKU7ZW,Makes THE BEST tasting pot roast!,4.5
B000LKUA7M,Terrific tea!,5.0
B000LKUAK4,think outside the bag,3.482142857142857
B000LKUAKY,think outside the bag,3.482142857142857
B000LKUTIM,My kids love this,4.6976744186046515
B000LKUTLE,Bitter and full of detritus,4.625
B000LKUTN2,Yummy!,4.32
B000LKUTUK,"Not gluten free.  Wow, in a bad way.",3.25
B000LKUYA0,Delicious and very healthy,4.826086956521739
B000LKUYGE,One of the Best Candy Bars on the market!!!,4.25
B000LKUZEU,Excellent.,4.5625
B000LKUZOU,Better than Quaker,4.0
B000LKV2KQ,VERY PLEASED,4.742857142857143
B000LKV40Y,Good for easy bread or muffins,4.916666666666667
B000LKV4GS,Very Tasty - But..,4.25
B000LKV4LS,Doesn't work as well in pasta form,3.357142857142857
B000LKV4QI,Go flourless AAA+++,4.066666666666666
B000LKV6F2,You won't even think your eating healthy....,4.185185185185185
B000LKV7LU,"THIS IS THE BEST Chocolate EVER!!...But, cheaper at...",4.5
B000LKV7Q0,Avoid Online Orders,3.838709677419355
B000LKV7T2,Green & Black Chocolate Almond Bar,4.647058823529412
B000LKVAYO,Allergic grandson loves them,2.5
B000LKVB6Q,Other retail outlets for 8 oz Horizon Milk,3.814814814814815
B000LKVBD4,The best !,4.923076923076923
B000LKVBGG,Love the soynut butter.,4.588235294117647
B000LKVD5U,Love at first bite!  Tongue-puckering tang and crunch!,4.013824884792626
B000LKVDLO,yay!  A GF cookie that doesn't taste like a GF cookie!,4.111111111111111
B000LKVDO6,"Good, but not my favorite KOI dish",3.5945945945945947
B000LKVDUU,"Great taste, healthy, excellent for traveling",3.6944444444444446
B000LKVFBM,"""pain pour Nicole""?, Napoleons favorite horse",4.6875
B000LKVGV6,Outstanding! I'm excited to try more...,4.793103448275862
B000LKVH9W,Not healthy with BPA!,4.153846153846154
B000LKVHOW,Husband's choice!,4.416666666666667
B000LKVHYC,Good stuff for celiacs,4.380952380952381
B000LKVHZG,A must-have if you have celiac kids!,4.428571428571429
B000LKVIEG,CONFIRMED: Back to the original recipe,3.4545454545454546
B000LKVIVE,Not a substitute for Ginger Altoids,4.125
B000LKVJCC,Great!,4.618181818181818
B000LKVL16,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKVQXY,Tastiest and best nutrition of any energy bar,4.764705882352941
B000LKVR3S,SUPERIOR SOY MILK,4.083333333333333
B000LKVRQA,Not too impressed by non-typical Earl Grey flavor,4.2
B000LKVRVA,think outside the bag,3.482142857142857
B000LKVSDM,What Happened To This Product????,2.15
B000LKVSVO,HOLY CRAP,4.357142857142857
B000LKVTCW,Vegan Organic Kosher Choice,4.2727272727272725
B000LKW1BA,Amazing How This Tea Worked!,3.8333333333333335
B000LKWSG8,Quinoa Pagodas Pasta,4.0
B000LKWTJY,Don't get these if you have a sweet tooth.,4.1
B000LKWUXE,Great Chips,3.9722222222222223
B000LKWVFQ,One of the best tasting bars out there!,4.481481481481482
B000LKWVGU,Kid Friendly Option,4.818181818181818
B000LKWWLY,Delicious and very healthy,4.826086956521739
B000LKWXA4,best honey ever!!!,3.9
B000LKWXMM,Excellent.,4.5625
B000LKWXRM,Another Good Choice in Organic Cookies,4.744186046511628
B000LKWXT0,Another Good Choice in Organic Cookies,4.744186046511628
B000LKWXZ4,Another Good Choice in Organic Cookies,4.744186046511628
B000LKX01K,Tasty and Healthy...A great snack option,4.411764705882353
B000LKX1HI,A tender bean with many uses,4.181818181818182
B000LKX4FW,Really a full ten stars,4.696969696969697
B000LKX4IO,Too Good!,4.583333333333333
B000LKX4JI,Don't tell the DEA how habit forming these things are,4.823529411764706
B000LKX4ZC,The ONLY chips I eat now!!,4.4375
B000LKX53S,You won't even think your eating healthy....,4.185185185185185
B000LKX682,Excellent Sencha,5.0
B000LKX6K0,Absolutely amazing flavor!,4.0
B000LKX6R8,Slurp-factor,4.730769230769231
B000LKX6RS,Not what I expected,4.375
B000LKX8YE,These are not just for babies!,4.5
B000LKXADS,VERY disappointed--especially after buying based upon other reviews,4.4
B000LKXBL4,Love at first bite!  Tongue-puckering tang and crunch!,4.013824884792626
B000LKXC3Q,Best GF chocolate chip cookie you will find,4.379310344827586
B000LKXCB8,"Tasty, mildly spicy gravy for rice or roti",3.127659574468085
B000LKXCD6,"Delicious, but a little soupy",3.3934426229508197
B000LKXDXU,best potato chips,4.5
B000LKXFBK,Yummy,4.814814814814815
B000LKXFCO,The best!,3.4615384615384617
B000LKXFMO,"Bpa, endocrine disruptor?",3.769230769230769
B000LKXFTC,TOXIC,4.6
B000LKXG64,Organic tomatoes in a BPA lined can! Why?!,3.727272727272727
B000LKXG8W,We love this!,4.130434782608695
B000LKXGFU,Excellent Allergy Free Muffins!!!,4.5
B000LKXGKU,Wouldn't know it was gluten free,4.9523809523809526
B000LKXHUY,"Fine Nutrition, Outstanding Price, The Best Service",4.75
B000LKXHXQ,Excellent Porridge Oats,4.875
B000LKXJEI,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKXJW0,Tasty alternative to rice cakes,4.878787878787879
B000LKXNG2,Converted me to organic foods...sorta,4.612903225806452
B000LKXPEW,Nutrionally sound energy bars,4.4
B000LKXQCS,think outside the bag,3.482142857142857
B000LKXQRS,used to be better,1.9230769230769231
B000LKXRW2,THE BEST CHOCOLATE MILK EVER!,4.702127659574468
B000LKYM12,Rice is Nice...,4.583333333333333
B000LKYQJ0,Smooth and rich dark chocolate,4.157894736842105
B000LKYQPO,Delicious and very healthy,4.826086956521739
B000LKYRXK,Great quality organic multigrain cereal,4.833333333333333
B000LKYU9G,Nice light tea with earthy flavor,4.666666666666667
B000LKYWZI,Wonderful Cereal,4.481481481481482
B000LKYX48,"Healthy, delicious, and at a decent price.",4.485714285714286
B000LKYYBU,The best ginger candies on the market! Sweet and SPICY!!,4.25
B000LKYYMO,Soy Crisp Snack,4.363636363636363
B000LKYYT2,You won't even think your eating healthy....,4.185185185185185
B000LKYZDW,Lots of sugar added.,4.055555555555555
B000LKZ0R2,Not enough goodies for the money,4.346153846153846
B000LKZ3GA,"Great milk, terrible price",4.161616161616162
B000LKZ3I8,Try before you buy.,4.145833333333333
B000LKZ3Q0,Good stuff,5.0
B000LKZ5XQ,yay!  A GF cookie that doesn't taste like a GF cookie!,4.111111111111111
B000LKZ61W,Vegan Natural Kosher Choice,4.3076923076923075
B000LKZ7KC,Vegan Natural Kosher Choice,4.3478260869565215
B000LKZ7MA,"Well, it's for fitness",4.666666666666667
B000LKZ7OI,best potato chips,4.5
B000LKZ84C,"Great shelf life, very good for general use",4.631578947368421
B000LKZ86K,"Best extra firm Tofu available! Shelf stable, too!",4.523809523809524
B000LKZ8U6,Surprisingly tasty....especially for a GF product!,4.090909090909091
B000LKZ90A,Can't tell the difference GF pasta!,4.888888888888889
B000LKZ91Y,The best GF/CF rice spaghetti we've found yet!,4.9
B000LKZ93W,Pure Happiness,4.7894736842105265
B000LKZ9IC,Contains BPA!,4.148148148148148
B000LKZ9JG,A Great Pizza Sauce,4.4
B000LKZ9KK,Update - May be BPA free now!,3.75
B000LKZ9Q4,Contains BPA!!!!,3.9285714285714284
B000LKZ9WS,Makes AMAZING cobbler!!,4.071428571428571
B000LKZA1I,Yummy to make into pizza for one!,4.232142857142857
B000LKZB4Y,Newman's is awesome yet again!,4.7272727272727275
B000LKZCPC,BEWARE! A packaging nightmare for a terrific cereal,4.666666666666667
B000LKZCQQ,Delicious breakfast that is gluten free.,5.0
B000LKZD4W,"""Better than meat!"" says the carnivore.",4.0236220472440944
B000LKZDO2,Great product but very expensive from this supplier,4.2
B000LKZDTW,"Excellent Product, Poor price and packaging options here",3.2916666666666665
B000LKZEMS,"A GREAT GF, Dairy free, Casien free alternative!",2.6923076923076925
B000LKZEO6,Great product,3.263157894736842
B000LKZEP0,I'm a convert!,3.7777777777777777
B000LKZK36,think outside the bag,3.482142857142857
B000LKZK7C,Good product but terrible agricultural practices,4.2
B000LKZL76,This Works! Clears Skin,4.777777777777778
B000LKZLCQ,really refreshing and invirgorating,4.173913043478261
B000LL0R92,One of the best care package items EVER.,3.3
B000LL0RC4,Vegan Organic Choice,3.5
B000LL0RFQ,Finallly a no salt mustard. Organic as well.,4.583333333333333
B000LL0RKG,BE AWARE!!!!,3.9555555555555557
B000LL0ZIK,Best Ginger tea on the market,4.066666666666666
B000LL3PO6,Best cheese curls - UPDATED: overpriced and poor quality,4.421052631578948
B000LLKB8Y,One of the best coffee if you drink with coffee mate,4.769230769230769
B000LLKCV0,This is great sauce! Glad it's on Amazon!,4.9411764705882355
B000LLM81C,Best Muffin Mix Around,4.846153846153846
B000LLMAVU,This is it.  This is the stuff.,4.9
B000LNWIVU,This thing really works!,3.35
B000LO25RG,"If you like your butt, don't eat a whole bottle.",4.866666666666666
B000LO40AG,Transcendental - you gotta try it.,4.697368421052632
B000LOAN66,Transcendental - you gotta try it.,4.9
B000LP8CHM,Some important issues,4.25
B000LQJ6DK,Very fragrant,4.454545454545454
B000LQJJXM,DO NOT BUY FROM PATHERNON FOODS,4.76
B000LQJKI6,Fantastic,4.666666666666667
B000LQJT1O,Hard to find in grocery stores in my area,4.21875
B000LQJT1Y,Tasty and Spicy,3.869565217391304
B000LQJT3C,"Not too shrimpy, not too hot.",4.1
B000LQJT5A,"My favorite spicy Korean ""instant"" noodles",4.2
B000LQJT5K,"Very delicious, but very high in sodium",4.233333333333333
B000LQL9M6,imported from Lebanon,4.2631578947368425
B000LQLMVY,Hungry Hungry Hippo,4.875
B000LQLV3S,Good stuff,4.45
B000LQLV56,"Not Bad, Not Bad at All",3.5
B000LQLV7E,Best spicy noodle on the market,4.317073170731708
B000LQNCEE,Quality,4.6875
B000LQNK50,Nice change of pace,3.9365079365079363
B000LQNK5A,Nong Shim won a ChefsBest Award with this flavorful ramen,4.678571428571429
B000LQNK5U,Spicy and Fishy,4.181818181818182
B000LQNK6E,Decent,4.733333333333333
B000LQNK96,good for busy days,4.1
B000LQORDE,Yum!,4.375
B000LQORES,Taste great to me.,4.142857142857143
B000LQORIY,Good Noodles,4.117647058823529
B000LQORJS,Shin Ramen punches the faces off of hangovers.,4.0344827586206895
B000LR2QW2,foie gras,4.083333333333333
B000LR4F7Q,Excellent buy,3.7777777777777777
B000LR7QHW,Excellent buy,3.7777777777777777
B000LRFVHE,Excellent Instant Yeast,4.6923076923076925
B000LRFYVC,The genuine stuff!,4.68
B000LRH58W,Loss of good will,3.5454545454545454
B000LRH6DQ,"Royal Basmati Rice, Food for Royalty",3.95
B000LRH7HG,Happy Now,4.1
B000LRH8V6,Great product!,3.8
B000LRIFU4,Instant yeast like any other,4.894736842105263
B000LRILNK,The real French Maille mustard,3.2
B000LRKQCO,One of the best seasoning sauces around,5.0
B000LRO5O4,price could be better,4.48
B000LT0SK2,Best Gum,3.857142857142857
B000LT0STS,Long-lasting flavor in a xylitol gum,3.4788732394366195
B000LTIDR2,"Decent office snacks, but no so nutritional",3.8823529411764706
B000LTM29M,wholesome breakfast on the go,4.551724137931035
B000M0F58U,Mild sweet tea,4.251461988304094
B000M1HQFY,Old Bay Seasoning,4.6
B000M2PSDU,Extremely delicious.,4.875
B000M2UNG2,Childhood Scars,4.6
B000M2UNI0,cheaper than warehouse club,4.428571428571429
B000M36L9E,Tried To Use With My Soda-Club Unit,4.0
B000M3J9VQ,You can't under estimate yucca and tapioca flour!,4.266666666666667
B000M5TTHI,Our new favorite way to prepare salmon,4.823529411764706
B000M646KM,Dead ON Arrival,3.3125
B000M6CTZG,"good honey, overpriced",4.333333333333333
B000M7S6A2,"Awesome, Refreshing Organic Mints",4.818181818181818
B000M8GBDK,Works Great with our Ameda and Medela Pumps!!,4.0
B000M9N1L4,The Best Ready to Eat Palak Paneer I've tried,4.3
B000M9N1N2,Absolutely REVOLTING!,4.3
B000MAK3UA,WW Friendly,4.5
B000MAK3UK,"Favorite Popcorn topping, Case is too much!",4.2631578947368425
B000MAK41I,Yum!,4.0
B000MAM146,Tastes fine at first..,4.277777777777778
B000MAM1KK,Popcorn Lover,4.25
B000MANI4S,perfect for diet,3.2857142857142856
B000MAOJDW,great popcorn....great snack size pouches,4.6
B000MAOJLY,yummy marshmalloooooow,4.75
B000MAOJO6,Positively the VERY BEST!!,5.0
B000MBN5TK,You'll love this taco seasoning!,4.709677419354839
B000MBZGC4,You gotta try these,4.0
B000MDAT2E,good but not as good as 2 layer,4.538461538461538
B000MDCDJ6,Excellent for a snack or light lunch,4.85
B000MGOZEO,Great Sweetener but learn about the product,4.5
B000MGSJ5A,"Gluten free, vegan, kosher, and very concentrated.",4.363636363636363
B000MGWEZQ,Stevia Extract,4.236111111111111
B000MGWIH0,Stevia Extract,4.236111111111111
B000MIAORE,Spills over EVERY time!,3.7
B000MIAOWE,It's all about convenience--Sometimes that's important!,4.2631578947368425
B000MIAOYC,Creamy Smooth and Satisfying Soup at Hand!,4.583333333333333
B000MICN9G,Thick and Meaty Pasta,4.357142857142857
B000MICPOY,Great product but always arrives damaged from Amazon!,3.142857142857143
B000MICPSA,"nothing resembling real ravioli, but definitely kid comfort food",4.137931034482759
B000MICPUI,Blah,1.90625
B000MIDRNW,NOT VEGETARIAN!,3.3636363636363638
B000MIDROQ,"Not 'The Chef's"" Best Effort ...",3.5714285714285716
B000MIDVAG,Mudcat,3.8333333333333335
B000MIFRY4,Pretty Good.,3.8461538461538463
B000MIFS3Y,A Good Pantry Staple,4.1
B000MIFS4S,5 stars like all the other reviews! Only $1.72 for a HOT meal!,4.333333333333333
B000MIFS5M,Rip-Off,4.2
B000MLG4K2,"He likes them, but I don't think he loves them...",4.8125
B000MM6R1C,love this chocolate but...,5.0
B000MMO8W2,"Previously ordered two gallons, will be placing another order for at least two more...yes, I am that pleased.",3.871794871794872
B000MN614Y,I'm so grateful these are on the market,4.55
B000MNRC1K,Delicious!!,4.818181818181818
B000MNWYZE,mini-moos,3.625
B000MOEUMS,NOT as Advertised,4.071428571428571
B000MOEUNC,I drank this mid afternoon and had a 1 hr 20 min nap,4.461538461538462
B000MOGV0C,I'm so happy I can eat pancakes again!!,3.53125
B000MP53G4,excellent tea,4.090909090909091
B000MQVM5O,A REAL ASSET FOR DIETER'S!,3.25
B000MRTSB8,Cella's Chocolate Covered Cherries in a word YUM!,4.096774193548387
B000MS798G,A list of the flavors.,3.6
B000MSXFWA,"Bright, Bold, and Beautiful  Colors",4.882352941176471
B000MT1QBG,"Good gel, misleading picture",4.611111111111111
B000MT4HWG,Healthy and Chewy,4.069767441860465
B000MTA1EY,"Good gel, misleading picture",4.611111111111111
B000MTM0WK,get it for less,4.5
B000MTST70,Are you kidding me Amazon?,3.793103448275862
B000MUK2Q0,The best prepared raw snack,4.3
B000MUNXL6,OUTRAGEOUSLY BAD DEAL!,3.272727272727273
B000MURJQG,YUMMMM!,4.0
B000MVGVY6,Zippy Coca Tea,4.176470588235294
B000MVIGSK,Good -- but no longer organic,4.608695652173913
B000MVQQO6,Dynamic health Mangosteen Gold.,3.7857142857142856
B000MW6JXI,Fantastic!,4.857142857142857
B000MWEXTK,Awesome!,5.0
B000MWFJAM,Aerobars candy from Canada!,4.7
B000MWYAMU,WR - Leaves this Jerky Lover with a Bad Taste,2.891304347826087
B000MXEN7Q,Pork gelatin!!!!!,3.5238095238095237
B000MXEN9O,Like cheetos for babies,4.359375
B000MXEN9Y,SHOULD BE RECALLED -- IT HAS HYDROGENATED OIL,3.6
B000MXENEY,Gotta love Gerber,4.666666666666667
B000MXENG2,Gotta love Gerber,4.666666666666667
B000MXGMCK,Dissapointed with Ingredient List,3.652173913043478
B000MXGMFM,Dissapointed with Ingredient List,3.652173913043478
B000MXGMHA,Beware!!!,3.8461538461538463
B000MXGMIE,Gotta love Gerber,4.666666666666667
B000MXHQQ6,Pork gelatin!!!!!,3.5238095238095237
B000MXHQR0,Better than the box rice by far!,3.5833333333333335
B000MXHQS4,Dissapointed with Ingredient List,3.652173913043478
B000MXHQTS,Like cheetos for babies,4.359375
B000MXHQW0,Beware!!!,3.8461538461538463
B000MXHQZW,Gotta love Gerber,4.666666666666667
B000MXHR0G,Gotta love Gerber,4.666666666666667
B000MXHR1K,Gotta love Gerber,4.666666666666667
B000MXHR24,Gotta love Gerber,4.666666666666667
B000MXJR40,Pork gelatin!!!!!,3.5238095238095237
B000MXJR4K,Pork gelatin!!!!!,3.5238095238095237
B000MXJR54,Better than the box rice by far!,3.5833333333333335
B000MXJR5Y,Dissapointed with Ingredient List,3.652173913043478
B000MXJR68,Like cheetos for babies,4.359375
B000MXJR72,Dissapointed with Ingredient List,3.652173913043478
B000MXJR7C,Dissapointed with Ingredient List,3.652173913043478
B000MYFXG0,"Thank you, Riedel!",4.516129032258065
B000MYW2ZA,EGCG content,4.3478260869565215
B000N0Z0TS,Excellent alternative to the usual rif-raff!,4.7
B000N1EP3O,Great!,4.0
B000N2VR48,heaven,4.384615384615385
B000N2XM4Q,Drinking tea is fun!,4.534883720930233
B000N30EBY,Dry and chalky,4.0
B000N30EC8,a good start to your day-even when you don't have much time...,4.447368421052632
B000N33NSA,Not too bad before I saw the mold,4.038461538461538
B000N33NSU,Recipe change?,4.133333333333334
B000N351WQ,So handy!,4.5
B000N36F9E,An edible San Marzano,4.7
B000N42A0G,Great Product,4.2
B000N43JHY,"If you like weak tea, this is for you",3.727272727272727
B000N448HE,Good Product,4.25
B000N47ZXS,Good stuff and sugar free,3.75
B000N4M6XC,"Great products, great prices!",3.4166666666666665
B000N4O388,great price!,4.3
B000N5988C,Best Pretzels.......Tastes Great......Totally Health,4.555555555555555
B000N5XCPM,Half-empty cans and greasy inconsistent ingredients,3.5
B000N5Z5YI,"Great Product but you get ONE bag, not 12 as advertised.",4.25
B000N62E46,my minpin loved this,3.8
B000N62EKK,Amazon Regular,4.428571428571429
B000N63ZJE,Expired expiration date,4.571428571428571
B000N648JU,Better Living through Better Food,4.181818181818182
B000N648YK,Don't be fooled by EntirelyPets $2.99 Price for these!,2.923076923076923
B000N6BS8O,"It's edible, but I would only use it for deep frying....if at all.",2.8666666666666667
B000N7YKQK,Outstanding product,4.8
B000N8FGLC,Sprouting Jar,4.529411764705882
B000N8N45W,"Yummy, easy, fast!",3.891891891891892
B000N8N7K4,Wonderful for both cooking and for health,4.0588235294117645
B000N8OLCC,"Delicious, Eco Friendly, Low Cal!",3.411764705882353
B000N8OPFA,Vegetable Mix,3.7
B000N8QJUE,Pretty awful taste,2.473684210526316
B000N8RCVO,A truly delicious snack!,4.416666666666667
B000N9VLJ2,Favorite Dark Chocolate,3.5714285714285716
B000NB3VFM,THE MOST AWESOME HONEY EVER,4.571428571428571
B000NBQUNW,Benecol Caramel Chews,4.270916334661354
B000NBWO1E,yumm yumm,4.411764705882353
B000NBYPEI,What More Could You Possibly Ask For?,4.051282051282051
B000NBYPFM,"good, but not the best",4.25
B000NCXRSM,"Great service, Great product!!",4.142857142857143
B000NCYMR2,My heart is thrilled,4.6
B000ND7E7G,Not Fresh - High hopes but doesn't measure up,4.086956521739131
B000NGNEKY,Bait and switch!,3.8620689655172415
B000NGP8TY,Bait and switch!,3.8620689655172415
B000NGP8UI,Bait and switch!,3.8620689655172415
B000NGQ9VK,Bait and switch!,3.8620689655172415
B000NHSQNS,$57 for ONE POUND incuding shipping,4.235294117647059
B000NHYNNU,too sweet,4.375
B000NHZK96,Get started making your own sushi,4.0
B000NIFO96,Great Green Tea and Great Company!,4.445544554455446
B000NIHZMU,"Great ""Chinese Restaurant"" Jasmine Tea",4.333333333333333
B000NJF1UM,Incredible chocolate for the budding chocolate enthusiast,3.1666666666666665
B000NJH4KC,Taster Tins,3.8181818181818183
B000NJH4KM,Taster Tins,3.8181818181818183
B000NJH4KW,Taster Tins,3.8181818181818183
B000NKFX54,100 Assorted Sweet Pops....Not So Assorted!!!!!!,4.428571428571429
B000NMCEJK,Probaly not the best idea,2.9444444444444446
B000NMCOYK,Anniversary Gift,4.096774193548387
B000NMCQ7A,Very Bad Shipping,4.7
B000NMCQ9S,A bit disappointed.,3.4166666666666665
B000NMCSF0,Eating perfume.,3.8666666666666667
B000NMDVEW,Bazooka Bublble Gum,3.875
B000NME05Q,Waaaaaaaaaaaaay over priced,3.9
B000NME632,DEFECTIVE CANDY,3.736842105263158
B000NMG99Q,Just like from when I was a kid...,4.9
B000NMH4NQ,rebar energy bars,4.6
B000NMHHD8,Great Cereal,4.5
B000NMHY7W,The best candy on earth!,4.625
B000NMHYO0,Try these little hotties,4.3584905660377355
B000NMI4QM,No taste,2.7333333333333334
B000NMJWZO,the best gluten-free baking mix I have found,4.881918819188192
B000NMK0EQ,Pretty good!,4.5
B000NMKCRQ,GF Granola,4.7894736842105265
B000NNCMG4,The Best Cinnamon Tea,4.875
B000NNGIUK,Great Plants,4.631578947368421
B000NO72UE,Review,3.8333333333333335
B000NO943C,Smokier please....,4.217391304347826
B000NOYZV8,AWESOME Coffee,4.875
B000NP1060,Top of the samples line,4.428571428571429
B000NP10GU,Kona is as Kona does,4.15
B000NP30XQ,cost is rediculous,4.769230769230769
B000NPZUBG,like mom used to have,4.4
B000NQ4JQC,Absolutely the best infant formula,4.916666666666667
B000NURB18,The best is in the silk sachets but in case,4.7
B000NV83EG,Not for all dogs,4.535211267605634
B000NV83SM,pets go crazy for this,4.6875
B000NV9VQA,Not made in China.... Yah !!!!,4.454545454545454
B000NVBVCC,Dinner Is Served!,4.666666666666667
B000NVBVIQ,Your Pup Will Love This Product,4.7105263157894735
B000NVCK68,Much Hotter than expected -- JR sent a milder variety no charge,4.6
B000NVDZ0I,Much Hotter than expected -- JR sent a milder variety no charge,4.6
B000NVFDT4,Much Hotter than expected -- JR sent a milder variety no charge,4.6
B000NW4B78,Love This Food,4.0
B000NW8AQ6,Heat and eat authentic taste,3.5454545454545454
B000NW8QOW,Banana Taffy,4.7
B000NW9B5U,"YUM, This Stuff Is Good! Didn't bother to heat it.",4.5
B000NW9XNK,"Tasty, a bit of heat, and versatile as a base for other dishes",3.933333333333333
B000NXECSA,delicious,4.6
B000NY31M2,Stores,4.8
B000NY3A8M,Best seasoning on the market !,4.2727272727272725
B000NY4S9W,Rare treasures,4.5
B000NY4SA6,It's the best Jerry - the best!,4.636363636363637
B000NY8OLK,The new recipe Lindt 70% cocoa recipe is bland.,1.3157894736842106
B000NZVYF2,No evidence these vanilla beans are organic...,4.7
B000O160KE,the only sweetener we use after doing some research,3.7222222222222223
B000O2APH2,Worth Every Penny - Wellness CORE dry and Wellness Grain Free canned,3.8
B000O2EV8G,be aware: they downgraded when they changed packaging :(,3.901639344262295
B000O393QK,Tastes like a pumpkin spice latte!,3.6818181818181817
B000O3D2JY,Pure Maple Extract,4.2
B000O3KMKG,Beanilla says it all...,4.733333333333333
B000O5DI1E,"Great product, but do your math to find the right size/volume for you!",4.906542056074766
B000O5DI3W,Great way to give pills,4.891304347826087
B000O5FTYI,My Cat Loves these,4.571428571428571
B000O7IVKK,GREAT DISH!,4.136363636363637
B000O7V3QO,"GREAT coffee, misleading price",4.212121212121212
B000O7Z71G,SPLENDA Alert,3.4423076923076925
B000O807YM,A little disappointed.,4.416666666666667
B000O88OXI,The best tuna,4.636363636363637
B000O9T4FY,great deal,4.777777777777778
B000O9T6NE,"Wonderful, fresh vanilla beans, reasonably priced, from a great vendor",4.388888888888889
B000O9T6NO,Best vanilla bean,4.428571428571429
B000O9WEY2,Misleading Description,3.4545454545454546
B000OC2B9M,My dogs will wake from a coma when they smell these!,4.944444444444445
B000OC7N68,Health and Longevity,5.0
B000OC7NB8,Zoey loves them!,4.538461538461538
B000OCO76M,"Fantastic, at a great price!",4.214285714285714
B000OCQ6DY,Purrrfect for English bullies!!,4.217391304347826
